cluster_label,rank_in_cluster,distance_to_centroid,image_name,image_path
8,13,0.1247241348028183,cell_1763023860835_912349010008_7585_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/51/cell_1763023860835_912349010008_7585_0100.png
8,14,0.1255187690258026,cell_1763025175054_912349010008_4505_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/12/cell_1763025175054_912349010008_4505_0000.png
8,15,0.12641020119190216,cell_1763022997360_912349010008_3274_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/36/cell_1763022997360_912349010008_3274_0000.png
8,16,0.12642133235931396,cell_1763090001164_912349010008_3324_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/13/cell_1763090001164_912349010008_3324_0000.png
8,17,0.12724532186985016,cell_1763023079757_912349010008_3650_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/37/cell_1763023079757_912349010008_3650_0100.png
8,18,0.1273757666349411,cell_1763090609685_912349010008_20946_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/23/cell_1763090609685_912349010008_20946_0000.png
8,19,0.12757615745067596,cell_1763023860835_912349010008_7585_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/51/cell_1763023860835_912349010008_7585_0000.png
8,20,0.12930503487586975,cell_1763023398425_912349010008_5084_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/43/cell_1763023398425_912349010008_5084_0000.png
9,1,1.158392310142517,cell_1763090374014_912349010008_14492_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/19/cell_1763090374014_912349010008_14492_0000.png
9,2,1.1936898231506348,cell_1763090404550_912349010008_15375_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090404550_912349010008_15375_0000.png
9,3,1.3403797149658203,cell_1763090074328_912349010008_6911_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090074328_912349010008_6911_0000.png
9,4,1.3719347715377808,cell_1763090499998_912349010008_17826_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090499998_912349010008_17826_0000.png
9,5,1.384395956993103,cell_1763023816183_912349010008_7398_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/50/cell_1763023816183_912349010008_7398_0100.png
9,6,1.420660376548767,cell_1763090053820_912349010008_4960_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090053820_912349010008_4960_0000.png
9,7,1.4252322912216187,cell_1763090145142_912349010008_8866_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/15/cell_1763090145142_912349010008_8866_0000.png
9,8,1.5156787633895874,cell_1763025258425_912349010008_5177_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/14/cell_1763025258425_912349010008_5177_0100.png
9,9,1.5270040035247803,cell_1763090474571_912349010008_17142_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090474571_912349010008_17142_0100.png
9,10,1.569859504699707,cell_1763090355107_912349010008_14119_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/19/cell_1763090355107_912349010008_14119_0100.png
9,11,1.57968270778656,cell_1763090469417_912349010008_16996_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090469417_912349010008_16996_0000.png
9,12,1.5971201658248901,cell_1763090543090_912349010008_19014_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/22/cell_1763090543090_912349010008_19014_0000.png
9,13,1.618462324142456,cell_1763090268277_912349010008_11963_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/17/cell_1763090268277_912349010008_11963_0100.png
9,14,1.6190046072006226,cell_1763090502470_912349010008_17900_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090502470_912349010008_17900_0000.png
9,15,1.6307789087295532,cell_1763090098967_912349010008_7544_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090098967_912349010008_7544_0100.png
9,16,1.6479640007019043,cell_1763090582638_912349010008_20145_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/23/cell_1763090582638_912349010008_20145_0000.png
9,17,1.6491402387619019,cell_1763090387945_912349010008_14890_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/19/cell_1763090387945_912349010008_14890_0000.png
9,18,1.6577720642089844,cell_1763090033777_912349010008_4505_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/13/cell_1763090033777_912349010008_4505_0000.png
9,19,1.66793692111969,cell_1763090412036_912349010008_15598_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090412036_912349010008_15598_0000.png
9,20,1.6860003471374512,cell_1763023678547_912349010008_6565_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/47/cell_1763023678547_912349010008_6565_0100.png
10,1,0.11989299952983856,cell_1763024734625_912349010008_1904_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/05/cell_1763024734625_912349010008_1904_0100.png
